oxford-iiit-pet/images/British_Shorthair_10.jpg 1 83 29 114 113
oxford-iiit-pet/images/Siamese_178.jpg 1 32 18 331 351
oxford-iiit-pet/images/Siamese_150.jpg 1 300 2 189 202
oxford-iiit-pet/images/Siamese_144.jpg 1 160 21 180 209
oxford-iiit-pet/images/Siamese_193.jpg 1 125 68 157 168
oxford-iiit-pet/images/Birman_167.jpg 1 192 63 122 113
oxford-iiit-pet/images/Egyptian_Mau_173.jpg 1 157 13 62 56
oxford-iiit-pet/images/Birman_173.jpg 1 207 6 107 106
oxford-iiit-pet/images/Siamese_187.jpg 1 79 42 162 190
oxford-iiit-pet/images/Ragdoll_162.jpg 1 205 127 90 84
oxford-iiit-pet/images/Ragdoll_176.jpg 1 324 69 84 92
oxford-iiit-pet/images/Maine_Coon_10.jpg 1 97 78 333 376
oxford-iiit-pet/images/Ragdoll_189.jpg 1 120 11 130 139
oxford-iiit-pet/images/Bengal_128.jpg 1 333 100 166 177
oxford-iiit-pet/images/Bombay_171.jpg 1 27 12 40 33
oxford-iiit-pet/images/Bombay_159.jpg 1 15 43 68 64
oxford-iiit-pet/images/Bengal_114.jpg 1 21 32 180 190
oxford-iiit-pet/images/Sphynx_137.jpg 1 262 3 138 145
oxford-iiit-pet/images/Abyssinian_184.jpg 1 255 161 106 113
oxford-iiit-pet/images/Abyssinian_190.jpg 1 45 41 91 97
oxford-iiit-pet/images/Bengal_100.jpg 1 180 19 154 162
oxford-iiit-pet/images/Abyssinian_153.jpg 1 346 77 63 85
oxford-iiit-pet/images/Sphynx_19.jpg 1 210 15 220 256
oxford-iiit-pet/images/Maine_Coon_103.jpg 1 173 69 208 204
oxford-iiit-pet/images/Persian_180.jpg 1 94 128 240 177
oxford-iiit-pet/images/Persian_194.jpg 1 322 32 147 132
oxford-iiit-pet/images/Maine_Coon_117.jpg 1 220 107 89 102
oxford-iiit-pet/images/Russian_Blue_12.jpg 1 89 135 472 470
oxford-iiit-pet/images/Russian_Blue_119.jpg 1 142 145 64 64
oxford-iiit-pet/images/British_Shorthair_174.jpg 1 134 79 163 155
oxford-iiit-pet/images/British_Shorthair_160.jpg 1 165 30 162 157
oxford-iiit-pet/images/Persian_143.jpg 1 198 108 77 82
oxford-iiit-pet/images/British_Shorthair_148.jpg 1 205 46 72 69
oxford-iiit-pet/images/Russian_Blue_125.jpg 1 79 14 149 189
oxford-iiit-pet/images/Russian_Blue_131.jpg 1 144 53 131 144
